Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2005","2005","7021","Annual value","USD","88.9","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2006","2006","7021","Annual value","USD","195.4","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2007","2007","7021","Annual value","USD","197.9","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2008","2008","7021","Annual value","USD","126.8","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2009","2009","7021","Annual value","USD","127.3","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2010","2010","7021","Annual value","USD","168.9","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2011","2011","7021","Annual value","USD","188.3","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2012","2012","7021","Annual value","USD","172.3","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2013","2013","7021","Annual value","USD","260.6","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2014","2014","7021","Annual value","USD","135.4","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","127.6","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","189.6","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","178.9","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","183.4","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2019","2019","7021","Annual value","USD","222.2","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","117","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","159.1","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1991","1991","7021","Annual value","USD","193.6","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1992","1992","7021","Annual value","USD","204.1","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1993","1993","7021","Annual value","USD","160.4","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1994","1994","7021","Annual value","USD","162.1","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1995","1995","7021","Annual value","USD","176.9","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1996","1996","7021","Annual value","USD","166.7","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1997","1997","7021","Annual value","USD","128.1","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1998","1998","7021","Annual value","USD","118","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","1999","1999","7021","Annual value","USD","117.5","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2000","2000","7021","Annual value","USD","99.5","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2001","2001","7021","Annual value","USD","99.1","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2002","2002","7021","Annual value","USD","92.2","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2003","2003","7021","Annual value","USD","133.2","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2004","2004","7021","Annual value","USD","137.8","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2005","2005","7021","Annual value","USD","120.6","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2006","2006","7021","Annual value","USD","151.2","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2007","2007","7021","Annual value","USD","257.8","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2008","2008","7021","Annual value","USD","235.8","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2009","2009","7021","Annual value","USD","153.6","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2010","2010","7021","Annual value","USD","213.1","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2011","2011","7021","Annual value","USD","269.2","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2012","2012","7021","Annual value","USD","287.8","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2013","2013","7021","Annual value","USD","258.7","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2014","2014","7021","Annual value","USD","210","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","176.3","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","161.9","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","174","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","213.8","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2019","2019","7021","Annual value","USD","189.5","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","207.4","A","Official figure"
"PP","Producer Prices","528","Netherlands","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","278.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2015","2015","7021","Annual value","USD","2670.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2016","2016","7021","Annual value","USD","2705.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2017","2017","7021","Annual value","USD","2862.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2018","2018","7021","Annual value","USD","3411.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2019","2019","7021","Annual value","USD","2378.2","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2020","2020","7021","Annual value","USD","1977.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2021","2021","7021","Annual value","USD","5160.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","510.2","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","520.6","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","544.3","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","516.1","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","534.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","609.6","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","862.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","889.6","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","916.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","948.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2019","2019","7021","Annual value","USD","961.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","984.2","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","1027.6","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0113","Rice","2018","2018","7021","Annual value","USD","791.1","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0113","Rice","2019","2019","7021","Annual value","USD","750.5","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0114","Sorghum","2018","2018","7021","Annual value","USD","542.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2015","2015","7021","Annual value","USD","3348.5","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2016","2016","7021","Annual value","USD","3240.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2017","2017","7021","Annual value","USD","3778.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2018","2018","7021","Annual value","USD","3891.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2019","2019","7021","Annual value","USD","3542.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2020","2020","7021","Annual value","USD","3805.5","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2021","2021","7021","Annual value","USD","4261.4","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","449.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0111","Wheat","2019","2019","7021","Annual value","USD","531.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","570.2","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","594.8","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2015","2015","7021","Annual value","USD","6118.1","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2016","2016","7021","Annual value","USD","5468.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2017","2017","7021","Annual value","USD","5761","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2018","2018","7021","Annual value","USD","6108.9","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2019","2019","7021","Annual value","USD","5834.1","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2020","2020","7021","Annual value","USD","6143.7","A","Official figure"
"PP","Producer Prices","540","New Caledonia","5532","Producer Price (USD/tonne)","01540","Yams","2021","2021","7021","Annual value","USD","6329.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1991","1991","7021","Annual value","USD","144.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1992","1992","7021","Annual value","USD","134.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1993","1993","7021","Annual value","USD","143.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1994","1994","7021","Annual value","USD","163.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1995","1995","7021","Annual value","USD","180.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1996","1996","7021","Annual value","USD","191.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1997","1997","7021","Annual value","USD","165.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1998","1998","7021","Annual value","USD","131.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1999","1999","7021","Annual value","USD","129.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","USD","109.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2001","2001","7021","Annual value","USD","105.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","135.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","179.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","172.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","183.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","175.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","216.8","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","256.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","287.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2010","2010","7021","Annual value","USD","230.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","USD","365.8","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2012","2012","7021","Annual value","USD","390.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","429.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","376.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","304.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","243.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","254.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","213.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","282.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","275","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","307.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1991","1991","7021","Annual value","USD","173.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1992","1992","7021","Annual value","USD","174.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1993","1993","7021","Annual value","USD","189.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1994","1994","7021","Annual value","USD","148.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1995","1995","7021","Annual value","USD","255.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1996","1996","7021","Annual value","USD","257.8","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1997","1997","7021","Annual value","USD","168.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1998","1998","7021","Annual value","USD","187.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","1999","1999","7021","Annual value","USD","190.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2000","2000","7021","Annual value","USD","79.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2001","2001","7021","Annual value","USD","115.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2002","2002","7021","Annual value","USD","97.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2003","2003","7021","Annual value","USD","121.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2004","2004","7021","Annual value","USD","152.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2005","2005","7021","Annual value","USD","176","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2006","2006","7021","Annual value","USD","162.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2007","2007","7021","Annual value","USD","242.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2008","2008","7021","Annual value","USD","400.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01510","Potatoes","2009","2009","7021","Annual value","USD","224.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","1991","1991","7021","Annual value","USD","276.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","1992","1992","7021","Annual value","USD","263.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","1995","1995","7021","Annual value","USD","1181.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","1996","1996","7021","Annual value","USD","1512.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","1997","1997","7021","Annual value","USD","1454.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","1998","1998","7021","Annual value","USD","910","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2000","2000","7021","Annual value","USD","567.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2001","2001","7021","Annual value","USD","525.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1991","1991","7021","Annual value","USD","167.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1992","1992","7021","Annual value","USD","134.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1993","1993","7021","Annual value","USD","147","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1994","1994","7021","Annual value","USD","161.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1995","1995","7021","Annual value","USD","180.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1996","1996","7021","Annual value","USD","191.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1997","1997","7021","Annual value","USD","194.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1998","1998","7021","Annual value","USD","140.8","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","1999","1999","7021","Annual value","USD","130.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2000","2000","7021","Annual value","USD","109.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2001","2001","7021","Annual value","USD","105.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2002","2002","7021","Annual value","USD","127.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2003","2003","7021","Annual value","USD","175.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2004","2004","7021","Annual value","USD","184.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2005","2005","7021","Annual value","USD","183.1","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2006","2006","7021","Annual value","USD","166.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2007","2007","7021","Annual value","USD","206.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2008","2008","7021","Annual value","USD","257.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2009","2009","7021","Annual value","USD","312.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2010","2010","7021","Annual value","USD","293","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2011","2011","7021","Annual value","USD","273.3","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2012","2012","7021","Annual value","USD","338.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2013","2013","7021","Annual value","USD","326.4","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2014","2014","7021","Annual value","USD","360","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","246.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","211.6","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","213.2","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","256.7","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2019","2019","7021","Annual value","USD","296.5","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","289.9","A","Official figure"
"PP","Producer Prices","554","New Zealand","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","323.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","1995","1995","7021","Annual value","USD","107.6","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","1996","1996","7021","Annual value","USD","113.1","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","1997","1997","7021","Annual value","USD","163.3","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","1998","1998","7021","Annual value","USD","111.1","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","1999","1999","7021","Annual value","USD","85.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2000","2000","7021","Annual value","USD","130.1","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2001","2001","7021","Annual value","USD","101.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2002","2002","7021","Annual value","USD","79.9","A","Official figure"
